filename,width,height,class,xmin,ymin,xmax,ymax
Apple Braeburn/r_177_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_178_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_179_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_17_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_180_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_181_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_182_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_183_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_184_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_185_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_186_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_187_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_188_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_189_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_18_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_190_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_191_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_192_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_193_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_194_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_195_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_196_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_197_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_198_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_199_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_19_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_1_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_200_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_201_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_202_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_203_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_204_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_205_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_206_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_207_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_208_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_209_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_20_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_210_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_211_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_212_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_213_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_214_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_215_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_216_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_217_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_218_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_219_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_21_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_220_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_221_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_222_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_223_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_224_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_225_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_226_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_227_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_228_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_229_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_22_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_230_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_231_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_232_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_233_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_234_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_235_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_236_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_237_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_238_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_239_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_23_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_240_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_241_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_242_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_243_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_244_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_245_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_246_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_247_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_248_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_249_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_24_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_250_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_251_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_252_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_253_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_254_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_255_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_256_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_257_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_258_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_259_100.jpg,100,100,apple,0,0,100,100
Apple Braeburn/r_25_100.jpg,100,100,apple,0,0,100,100
